"Project #","Request Status","Queue Date","Withdrawn Date","Done Date","Appl In Service Date","Transmission Owner","County","State","Study Cycle","Study Group","Study Phase","Service Type","POI Name","Summer MW","Winter MW","Fuel","Generating Facility","Post GIA Status","Negotiated In Service Date","Decision Point 1 ERIS MW","Decision Point 1 NRIS MW","Decision Point 2 ERIS MW","Decision Point 2 NRIS MW"
"J2301","Active","2022-03-28T04:00:00+00:00","","","2025-11-30T05:00:00+00:00","DUKE ENERGY INDIANA, LLC","Vigo","IN","DPP-2021","Central","Phase 2","Network Resource Interconnection Service (NRIS)","Other_","100","100","Hybrid","Solar/Battery","Not Started","","70","0","0","0"
"J2302","Active","2021-11-10T05:00:00+00:00","","","2024-08-01T04:00:00+00:00","ENTERGY LOUISIANA, LLC","St. Helena","LA","DPP-2021","South","Phase 3","Network Resource Interconnection Service (NRIS)","MCKNIGHT - PLANT DANIEL 500.0kV","400","400","Hybrid","Solar/Battery","Not Started","","400","400","400","400"
"J2303","Withdrawn","2021-07-19T04:00:00+00:00","","","2024-11-30T05:00:00+00:00","AMERICAN TRANSMISSION COMPANY","Waushara","WI","DPP-2021","East (ATC)","Phase 3","Network Resource Interconnection Service (NRIS)","Sand Lake 138kV Substation","100","100","Solar","Photovoltaic","","","0","0","0","0"
"J2304","Active","2021-12-02T05:00:00+00:00","","","2024-04-15T04:00:00+00:00","AMERICAN TRANSMISSION COMPANY","Columbia","WI","DPP-2021","East (ATC)","Phase 3","Network Resource Interconnection Service (NRIS)","Columbia - Rockdale 345.0kV","400","400","Battery Storage","Battery Storage","Not Started","","400","400","400","400"
"J2305","Withdrawn","2021-08-17T04:00:00+00:00","","","2025-04-01T04:00:00+00:00","BIG RIVERS ELECTRIC CORPORATION","Henderson","KY","DPP-2021","Central","Phase 2","Network Resource Interconnection Service (NRIS)","Henderson - AB Brown 138 kV","139","139","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2306","Withdrawn","2021-07-21T04:00:00+00:00","","","2024-11-01T04:00:00+00:00","AMEREN ILLINOIS","Perry","IL","DPP-2021","Central","Phase 2","Network Resource Interconnection Service (NRIS)","Commodore-Jordan","150","150","Hybrid","Photovoltaic","","","0","0","0","0"
"J2307","Active","2022-03-23T04:00:00+00:00","","","2025-10-01T04:00:00+00:00","DUKE ENERGY INDIANA, LLC","Miami","IN","DPP-2021","Central","Phase 2","Network Resource Interconnection Service (NRIS)","Greentown  - Walton. 230.0kV","130","130","Solar","Photovoltaic","Not Started","","130","130","0","0"
"J2308","Active","2022-03-23T04:00:00+00:00","","","2025-10-01T04:00:00+00:00","DUKE ENERGY INDIANA, LLC","Miami","IN","DPP-2021","Central","Phase 2","Network Resource Interconnection Service (NRIS)","Greentown  - Walton. 230.0kV","35","35","Battery Storage","Battery Storage","Not Started","","35","35","0","0"
"J2309","Correction","2021-09-07T04:00:00+00:00","","","2024-10-30T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Murray","MN","DPP-2021","West","Phase 2","Network Resource Interconnection Service (NRIS)","Chanarambie - Ellsborough 115 kV line","100","100","Solar","Photovoltaic","Not Started","","100","100","0","0"
"J2310","Withdrawn","2021-09-09T04:00:00+00:00","2023-10-25T04:00:00+00:00","","2024-04-30T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Beauregard","LA","DPP-2021","South","Phase 3","Network Resource Interconnection Service (NRIS)","Rhodes","300","300","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2311","Active","2024-10-18T04:00:00+00:00","","","2024-02-09T05:00:00+00:00","AMEREN ILLINOIS","LaSalle","IL","DPP-2021","Central","Phase 2","Network Resource Interconnection Service (NRIS)","Putnam","145","145","Wind","Wind Turbine","Not Started","","145","145","0","0"
"J2312","Active","2024-10-18T04:00:00+00:00","","","2024-02-09T05:00:00+00:00","AMEREN ILLINOIS","Putnam","IL","DPP-2021","Central","Phase 2","Network Resource Interconnection Service (NRIS)","Putnam","47.9","47.9","Wind","Wind Turbine","Not Started","","47.9","47.9","0","0"
"J2313","Withdrawn","2021-09-10T04:00:00+00:00","2025-03-07T05:00:00+00:00","","2023-12-31T05:00:00+00:00","ENTERGY MISSISSIPPI, LLC.","Sunflower","MS","DPP-2021","South","Phase 3","Network Resource Interconnection Service (NRIS)","Other_","80","80","Solar","Photovoltaic","Not Started","","80","80","0","0"
"J2314","Active","2021-09-10T04:00:00+00:00","","","2023-12-31T05:00:00+00:00","ENTERGY TEXAS, INC.","Liberty","TX","DPP-2021","South","Phase 3","Network Resource Interconnection Service (NRIS)","Petry Woods","150","150","Solar","Photovoltaic","Not Started","","150","150","150","0"
"J2315","Withdrawn","2021-09-10T04:00:00+00:00","2023-10-25T04:00:00+00:00","","2023-12-31T05:00:00+00:00","ENTERGY TEXAS, INC.","Liberty","TX","DPP-2021","South","Phase 3","Network Resource Interconnection Service (NRIS)","Petry Woods","75.3","75.3","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2316","Active","2021-09-16T04:00:00+00:00","","","2023-09-15T04:00:00+00:00","AMERICAN TRANSMISSION COMPANY","Dickinson","MI","DPP-2021","East (ATC)","Phase 3","","Nordic 138kV Substation","77.5","77.5","Solar","Photovoltaic","Not Started","","77.5","77.5","77.5","71.5"
"J2317","Active","2021-12-21T05:00:00+00:00","","","2024-10-31T04:00:00+00:00","CLECO POWER LLC","Ouachita","LA","DPP-2021","South","Phase 3","Network Resource Interconnection Service (NRIS)","Sterlington - Bastrop 115 kV","225","225","Solar","Photovoltaic","Not Started","","225","225","202.5","0"
"J2318","Withdrawn","2022-03-28T04:00:00+00:00","2024-10-08T04:00:00+00:00","","2025-10-25T04:00:00+00:00","Southern Indiana Gas & Electric Company d/b/a Centerpoint Energy Indiana South","Warren","IN","DPP-2021","Central","Phase 2","Network Resource Interconnection Service (NRIS)","North East (Castle) - Culley 138 kV (J1642 POI)","75","75","Hybrid","Solar/Battery","Not Started","","0","0","0","0"
"J2319","Withdrawn","2021-08-24T04:00:00+00:00","2021-12-22T05:00:00+00:00","","2023-11-01T04:00:00+00:00","ITC","Huron","MI","DPP-2021","East (ITC)","Phase 3","Network Resource Interconnection Service (NRIS)","Stein 345 kV substation","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2320","Withdrawn","2021-09-10T04:00:00+00:00","2023-10-25T04:00:00+00:00","","2023-12-31T05:00:00+00:00","ENTERGY MISSISSIPPI, LLC.","Sunflower","MS","DPP-2021","South","Phase 3","Network Resource Interconnection Service (NRIS)","Inverness","40","40","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2321","Withdrawn","2022-05-16T04:00:00+00:00","2023-03-25T04:00:00+00:00","","2025-04-30T04:00:00+00:00","COOPERATIVE ENERGY","Lamar","MS","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Columbia to Plant Morrow 161kV","180","180","Hybrid","Solar/Battery","Not Started","","0","0","0","0"
"J2322","Active","2022-05-17T04:00:00+00:00","","","2025-07-02T04:00:00+00:00","CLECO POWER LLC","Evangeline","LA","DPP-2022","South","Phase 1","Energy Resource Interconnection Service (ERIS)","Pine Prairie to Coughlin 138 kV","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2323","Active","2022-09-13T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","MIDAMERICAN ENERGY CO.","Webster","IA","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Webster-Lehigh 345kV","145","145","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2324","Active","2022-09-08T04:00:00+00:00","","","2027-02-24T05:00:00+00:00","AMERICAN TRANSMISSION COMPANY","Winnebago","IL","DPP-2022","East (ATC)","Phase 1","Network Resource Interconnection Service (NRIS)","Shirland Ave Tap (Y-54) to Shaw 69kV","35","35","Hybrid","Solar/Battery","Not Started","","0","0","0","0"
"J2325","Withdrawn","2022-09-13T04:00:00+00:00","2023-03-25T04:00:00+00:00","","2025-08-01T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Morehouse","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Bastrop to Sterlington 115 kV","175","175","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2326","Confirmed","2022-09-13T04:00:00+00:00","","","2025-10-28T04:00:00+00:00","AMERICAN TRANSMISSION COMPANY","Outagamie","WI","DPP-2022","East (ATC)","Phase 1","Network Resource Interconnection Service (NRIS)","Werner West - Highway 22 345 kV","150","150","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2327","Confirmed","2022-09-13T04:00:00+00:00","","","2026-11-01T04:00:00+00:00","MONTANA-DAKOTA UTILITIES CO.","LaMoure","ND","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Ellendale 345 kV","300","300","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2328","Active","2022-09-12T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Lonoke","AR","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Keo 500kV","150","150","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2329","Active","2022-09-14T04:00:00+00:00","","","2025-10-31T04:00:00+00:00","DUKE ENERGY INDIANA, LLC","Vigo","IN","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Wabash River-Whitesville South 230 kV","100","100","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2330","Active","2022-09-15T04:00:00+00:00","","","2026-10-31T04:00:00+00:00","ENTERGY MISSISSIPPI, LLC.","Leflore","MS","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Winona to Greenwood 115 kV","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2331","Withdrawn","2022-09-15T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2026-09-15T04:00:00+00:00","AMEREN ILLINOIS","Franklin","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","West Frankfort East Substation 345kV","127","127","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2332","Active","2022-09-15T04:00:00+00:00","","","2027-09-01T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Murray","MN","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Lyon County - Cedar Mountain 345kV","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2333","Active","2022-09-15T04:00:00+00:00","","","2027-09-01T04:00:00+00:00","OTTER TAIL POWER COMPANY","McPherson","SD","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Ellendale - Twin Brooks 345kV","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2334","Active","2022-09-14T04:00:00+00:00","","","2027-09-01T04:00:00+00:00","AMEREN ILLINOIS","Montgomery","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Redhawk Substation 138kV","195","195","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2335","Active","2022-09-14T04:00:00+00:00","","","2025-09-01T04:00:00+00:00","AMERICAN TRANSMISSION COMPANY","Portage","WI","DPP-2022","East (ATC)","Phase 1","Network Resource Interconnection Service (NRIS)","Plover 115 kV Substation (J1573 substation)","200","200","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2336","Active","2022-09-13T04:00:00+00:00","","","2025-08-29T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Union","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Sterlington - Downsville 115 kV Line","125","125","Hybrid","Solar/Battery","Not Started","","0","0","0","0"
"J2337","Confirmed","2022-09-15T04:00:00+00:00","","","2026-06-30T04:00:00+00:00","AMEREN MISSOURI","St. Francois","MO","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","St. Francois 138kV 4ST FRANC 1 bus 345774","100","100","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2338","Active","2022-09-15T04:00:00+00:00","","","2027-09-01T04:00:00+00:00","OTTER TAIL POWER COMPANY","McPherson","SD","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Ellendale - Twin Brooks 345kV","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2339","Active","2022-09-15T04:00:00+00:00","","","2026-10-01T04:00:00+00:00","CLECO POWER LLC","Rapides","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Cocodrie-Forest Hill 230kV","125","125","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2340","Active","2022-09-14T04:00:00+00:00","","","2027-08-01T04:00:00+00:00","DUKE ENERGY INDIANA, LLC","Rush","IN","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","RUSHVILLE 69 kV - HEMILROY 69 kV","43","43","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2341","Active","2022-09-13T04:00:00+00:00","","","2026-10-01T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Arkansas","AR","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Ricuskey-Woodward 230kV","75","75","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2342","Active","2022-09-15T04:00:00+00:00","","","2027-05-15T04:00:00+00:00","ITC MIDWEST","Worth","IA","DPP-2022","West","Phase 1","","Worth County","230","230","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2343","Active","2022-09-14T04:00:00+00:00","","","2026-05-01T04:00:00+00:00","INDIANAPOLIS POWER & LIGHT COMPANY","Marion","IN","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Georgetown  - North 138.0kV","130","130","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2344","Confirmed","2022-09-13T04:00:00+00:00","","","2026-11-01T04:00:00+00:00","OTTER TAIL POWER COMPANY","Stutsman","ND","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Jamestown 345 kV","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2345","Active","2022-09-12T04:00:00+00:00","","","2028-10-01T04:00:00+00:00","AMERICAN TRANSMISSION COMPANY","Marathon","WI","DPP-2022","East (ATC)","Phase 1","Network Resource Interconnection Service (NRIS)","Gardner Park-Stone Lake 345kV","150","150","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2346","Active","2022-09-15T04:00:00+00:00","","","2027-09-01T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Cottonwood","MN","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Lyon County - Cedar Mountain 345kV","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2347","Active","2022-09-14T04:00:00+00:00","","","2025-09-15T04:00:00+00:00","METC","Roscommon","MI","DPP-2022","East (ITC)","Phase 1","Network Resource Interconnection Service (NRIS)","Higgins - Mio Dam 138 kV Line","40","40","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2348","Active","2022-09-14T04:00:00+00:00","","","2026-10-31T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Webster","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Minden to Sarepta 115 kV","225","225","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2349","Active","2022-09-15T04:00:00+00:00","","","2026-07-31T04:00:00+00:00","Southern Illinois Power Cooperative","Jackson","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Jackson to Campbell Hill 161kV","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2350","Active","2022-09-15T04:00:00+00:00","","","2025-09-15T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Pulaski","AR","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","J2134 POI to White Bluff 115kV Line","115.5","115.5","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2351","Active","2022-09-15T04:00:00+00:00","","","2026-08-01T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Clay","AR","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","AECC RECTOR NORTH - RECTOR 161kV line","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2352","Confirmed","2022-09-15T04:00:00+00:00","","","2026-11-01T04:00:00+00:00","MIDAMERICAN ENERGY CO.","Woodbury","IA","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Raun - Lehigh 345 kV","118","118","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2353","Active","2022-09-15T04:00:00+00:00","","","2026-05-01T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","White","IN","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Reynolds - Burr Oak 345 kV Line","278","278","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2354","Active","2022-09-15T04:00:00+00:00","","","2024-12-01T05:00:00+00:00","AMERICAN TRANSMISSION COMPANY","Marinette","WI","DPP-2022","East (ATC)","Phase 1","Network Resource Interconnection Service (NRIS)","Crivitz","65","65","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2355","Active","2022-09-14T04:00:00+00:00","","","2027-11-30T05:00:00+00:00","AMEREN ILLINOIS","Greene","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","A Tap on 4JERSEYVL-4ROODHSE","70","70","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2356","Withdrawn","2022-09-15T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2026-09-30T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Craighead","AR","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Cash-Newport AB 161 kV line","200","200","Hybrid","Solar/Battery","Not Started","","0","0","0","0"
"J2357","Active","2022-09-15T04:00:00+00:00","","","2027-05-01T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Lafourche","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Thibodaux 230 kV Substation","200","200","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2358","Active","2022-09-15T04:00:00+00:00","","","2024-12-01T05:00:00+00:00","ENTERGY MISSISSIPPI, LLC.","Madison","MS","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Other_","113.98","113.98","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2359","Active","2022-09-15T04:00:00+00:00","","","2024-12-01T05:00:00+00:00","ENTERGY MISSISSIPPI, LLC.","Madison","MS","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Mannsdale - Catlett 230 kV","58.5","58.5","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2360","Confirmed","2022-09-13T04:00:00+00:00","","","2027-05-07T04:00:00+00:00","DUKE ENERGY INDIANA, LLC","Vigo","IN","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","TH Pfizer Jct. - Worthington (HED)","90","90","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2361","Withdrawn","2022-09-15T04:00:00+00:00","2023-03-22T04:00:00+00:00","","2026-05-01T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Perry","AR","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","AECC Oppelo 161 kV Substation","105","105","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2362","Active","2022-09-13T04:00:00+00:00","","","2026-09-01T04:00:00+00:00","DUKE ENERGY INDIANA, LLC","Fountain","IN","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","VEEDERSBURG WEST 230kV Substation","100","100","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2363","Active","2022-09-12T04:00:00+00:00","","","2030-10-01T04:00:00+00:00","ITC MIDWEST","Washington","IA","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Marshalltown-Laurel 161kV","226","226","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2364","Withdrawn","2022-09-14T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2030-10-01T04:00:00+00:00","MIDAMERICAN ENERGY CO.","Page","IA","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Madison-Orient 345kV","175","175","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2365","Active","2022-09-12T04:00:00+00:00","","","2030-10-01T04:00:00+00:00","AMERICAN TRANSMISSION COMPANY","Portage","WI","DPP-2022","East (ATC)","Phase 1","Network Resource Interconnection Service (NRIS)","Werner West - Rocky Run 345kV","115","115","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2366","Active","2022-09-12T04:00:00+00:00","","","2030-10-01T04:00:00+00:00","AMERICAN TRANSMISSION COMPANY","Portage","WI","DPP-2022","East (ATC)","Phase 1","Network Resource Interconnection Service (NRIS)","Werner West - Rocky Run 345kV","160","160","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2367","Active","2022-09-14T04:00:00+00:00","","","2030-10-01T04:00:00+00:00","MONTANA-DAKOTA UTILITIES CO.","LaMoure","ND","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Ellendale 345kV SS","250","250","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2368","Active","2022-09-14T04:00:00+00:00","","","2030-10-01T04:00:00+00:00","MONTANA-DAKOTA UTILITIES CO.","LaMoure","ND","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Ellendale 345kV SS","250","250","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2369","Active","2022-09-14T04:00:00+00:00","","","2030-10-01T04:00:00+00:00","MIDAMERICAN ENERGY CO.","Taylor","IA","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Madison-Orient 345kV","300","300","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2370","Active","2022-09-15T04:00:00+00:00","","","2024-12-01T05:00:00+00:00","ENTERGY MISSISSIPPI, LLC.","Hinds","MS","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Bolton - Raymond Calpine 115 kV","100","100","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2371","Active","2022-09-14T04:00:00+00:00","","","2026-10-31T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Morehouse","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Dunn - Oak Ridge 115 kV","250","250","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2372","Withdrawn","2022-09-15T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2026-03-01T05:00:00+00:00","AMEREN ILLINOIS","McLean","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Bloomington Brokaw 138kV Substation","200","200","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2373","Withdrawn","2022-09-15T04:00:00+00:00","2023-01-25T05:00:00+00:00","","2025-01-06T05:00:00+00:00","ENTERGY LOUISIANA, LLC","Calcasieu","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","230kV Graywood or (new) Big Lake","40","40","Waste Heat Recovery","Steam Turbine (including Nuclear, Geothermal and Solar Steam)","Not Started","","0","0","0","0"
"J2374","Active","2022-09-15T04:00:00+00:00","","","2025-06-30T04:00:00+00:00","ITC","Sanilac","MI","DPP-2022","East (ITC)","Phase 1","Network Resource Interconnection Service (NRIS)","GREENWOOD - RAPSON (BANNER) 345.0kV","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2375","Confirmed","2022-09-15T04:00:00+00:00","","","2027-05-07T04:00:00+00:00","AMEREN TRANSMISSION COMPANY OF ILLINOIS","Macon","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Faraday","100","100","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2376","Active","2022-09-15T04:00:00+00:00","","","2024-12-01T05:00:00+00:00","AMEREN ILLINOIS","Shelby","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","4PANA-4SHELBYVL 138kV","60","60","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2377","Active","2024-11-07T05:00:00+00:00","","","2028-04-01T04:00:00+00:00","AMEREN ILLINOIS","Peoria","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","7CLINTON  - 7BROKAW 345.0kV","300","300","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2378","Active","2022-09-15T04:00:00+00:00","","","2026-05-01T04:00:00+00:00","ITC","Macomb","MI","DPP-2022","East (ITC)","Phase 1","Network Resource Interconnection Service (NRIS)","Lenox - St. Clair 120 kV line","190","190","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2379","Active","2022-09-14T04:00:00+00:00","","","2026-11-01T04:00:00+00:00","AMEREN ILLINOIS","Clay","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Xenia 345kV Substation","200","200","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2380","Active","2022-09-14T04:00:00+00:00","","","2027-11-01T04:00:00+00:00","BIG RIVERS ELECTRIC CORPORATION","Meade","KY","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Meade County 161kV Substation","100","100","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2381","Active","2022-09-14T04:00:00+00:00","","","2026-10-31T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Union","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","DOWNSVILLE- RUSTON EAST (LAGEN) 115 kV","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2382","Active","2022-09-14T04:00:00+00:00","","","2026-04-24T04:00:00+00:00","AMEREN MISSOURI","Randolph","MO","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","5ADAIR - 5THMHIL (AECI) 161 kV","115","115","Hybrid","Solar/Battery","Not Started","","0","0","0","0"
"J2383","Confirmed","2022-09-15T04:00:00+00:00","","","2027-05-07T04:00:00+00:00","AMEREN TRANSMISSION COMPANY OF ILLINOIS","Macon","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Faraday","100","100","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2384","Active","2022-09-15T04:00:00+00:00","","","2024-12-01T05:00:00+00:00","AMEREN ILLINOIS","Shelby","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","4PANA-4SHELBYVL 138kV","125","125","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2385","Active","2022-09-14T04:00:00+00:00","","","2027-04-15T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Franklin","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","SWARTZ 115 KV","179","179","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2386","Active","2022-09-13T04:00:00+00:00","","","2026-10-31T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Poinsett","AR","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Marked Tree 161 kV","300","300","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2387","Active","2022-09-15T04:00:00+00:00","","","2025-12-31T05:00:00+00:00","AMEREN MISSOURI","Stoddard","MO","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Stoddard 161 kV Substation","50","50","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2388","Active","2022-09-15T04:00:00+00:00","","","2026-09-30T04:00:00+00:00","AMEREN TRANSMISSION COMPANY OF ILLINOIS","Macon","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Faraday 345kV","200","200","Hybrid","Solar/Battery","Not Started","","0","0","0","0"
